Date,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2020-01-02,72.53852081298828,72.59889913772518,71.29231130597061,71.5458973217052,135480400
2020-01-03,71.83329010009766,72.59405542623057,71.60868452797844,71.76566667933918,146322800
2020-01-06,72.40568542480469,72.4443284378041,70.70301958367426,70.9541954829699,118387200
2020-01-07,72.06514739990234,72.67134068922641,71.84536944211234,72.41533721540509,108872000
2020-01-08,73.2243881225586,73.52627962431049,71.76806381292334,71.76806381292334,132079200
2020-01-09,74.77977752685547,74.97298525297698,73.95138852976605,74.20255709964356,170108400
2020-01-10,74.94882202148438,75.51396965111952,74.44647758118805,75.01403533204297,140644800
2020-01-13,76.55003356933594,76.5766038580251,75.14684225138329,75.2651887494365,121532000
2020-01-14,75.5163803100586,76.69738393857047,75.39321353332888,76.48726853727727,161954400
2020-01-15,75.19273376464844,76.19742976100052,74.76042298692015,75.31590787968373,121923600
2020-01-16,76.1346435546875,76.24574496948411,75.3738782015038,75.73614811924845,108829200
2020-01-17,76.97754669189453,76.97995681333275,76.07669931334733,76.38341859056756,137816400
2020-01-21,76.45585632324219,77.04755940221253,76.31819199284013,76.60559336877427,110843200
2020-01-22,76.72874450683594,77.28180441314727,76.6345508236,76.94126992593675,101832400
2020-01-23,77.0982894897461,77.17798563171488,76.23366779231166,76.78190767247501,104472000
2020-01-24,76.8760986328125,78.08849275649891,76.68530106036428,77.34463502870749,146537600
2020-01-27,74.61553192138672,75.29659377968004,73.63257108817264,74.88360812840847,161940000
2020-01-28,76.72636413574219,76.89783652233591,75.39804092914581,75.49706227081296,162234000
2020-01-29,78.33241271972656,79.1801266517597,77.61753550777614,78.35898301190313,216229200
2020-01-30,78.21891784667969,78.27205107194843,76.98237082631806,77.4146817332591,126743200
2020-01-31,74.75078582763672,77.9315119457232,74.456139298992,77.50886365949354,199588400
2020-02-03,74.54550170898438,75.7120077933663,72.99015534954077,73.492499808615,173788400
2020-02-04,77.00651550292969,77.197313069489,75.74581580955447,76.15155637582674,136616400
2020-02-05,77.63444519042969,78.43385354098093,77.03066200298008,78.13437206813377,118826800
2020-02-06,78.54253387451172,78.544951365906,77.34704752803583,77.90494263047137,105425600
2020-02-07,77.47494506835938,78.29077542045333,76.98350975131173,78.0414266120576,117684000
2020-02-10,77.8428955078125,77.8428955078125,75.97883426440146,76.05871954270658,109348800
2020-02-11,77.37325286865234,78.41180589004748,77.15537652396827,78.33918290445037,94323200
2020-02-12,79.21067810058594,79.21551716925477,77.8235202802382,77.8235202802382,113730400
2020-02-13,78.64662170410156,78.97343988034811,78.27865296968668,78.48200469564426,94747600
2020-02-14,78.66600036621094,78.91534913157656,78.15761730819476,78.61515688888446,80113600
2020-02-18,77.2255859375,77.40715079471983,76.16282276038466,76.34438761760448,152531200
2020-02-19,78.34402465820312,78.57400976696101,77.46767279180867,77.46767279180867,93984000
2020-02-20,77.540283203125,78.59336068691168,77.0343234338156,78.10434874137093,100566000
2020-02-21,75.78515625,77.57660179653178,75.16783878997336,77.13357947900434,129554000
2020-02-24,72.18533325195312,73.63785189891229,70.0186640363075,71.96261786330551,222195200
2020-02-25,69.74026489257812,73.23841723217687,69.26820072326095,72.85592387195561,230673600
2020-02-26,70.84660339355469,72.11271828103145,69.35777309270347,69.36503539122887,198054800
2020-02-27,66.21548461914062,69.23672624207228,66.07991679515257,68.05050408823062,320605600
2020-02-28,66.17675018310547,67.39929122080478,62.06370365251087,62.27916414492055,426510000
2020-03-02,72.33784484863281,72.97453333535833,67.23224297649529,68.3361564954498,341397200
2020-03-03,70.04043579101562,73.59426220602887,69.18828697406445,73.51437694838485,319475600
2020-03-04,73.28924560546875,73.44902354050599,70.9627984910642,71.76410400685508,219178400
2020-03-05,70.9119873046875,72.51701474039015,70.54643429218783,71.5414063518363,187572800
2020-03-06,69.97025299072266,70.403589845972,68.08198145661343,68.26838538116881,226176800
2020-03-09,64.4361572265625,67.32182373363995,63.668739886760385,63.8503047343462,286744800
2020-03-10,69.07695770263672,69.34325431741347,65.21083618798149,67.09185293080515,285290000
2020-03-11,66.67787170410156,68.0795543718944,65.81362127140751,67.15236648355659,255598800
2020-03-12,60.093116760253906,65.36333966293708,60.03743791262368,61.95960486263178,418474000
2020-03-13,67.29278564453125,67.76485728131117,61.23578029525555,64.12629743078345,370732000
2020-03-16,58.635765075683594,62.7197589173465,58.10075235573811,58.572820229839216,322423600
2020-03-17,61.21397018432617,62.363876945469265,57.7133990472889,59.91880640470083,324056000
2020-03-18,59.7154655456543,60.52161388588787,57.40353915642415,58.04507047998226,300233600
2020-03-19,59.2579231262207,61.209139394324836,58.73259595357314,59.88976893183757,271857200
2020-03-20,55.49589920043945,60.96463122654848,55.195710672226056,59.8389270162078,401693200
2020-03-23,54.31694793701172,55.31676638458161,51.47001196844014,55.2150904957698,336752800
2020-03-24,59.76629638671875,59.96238579534628,56.720848788250144,57.219546221042535,287531200
2020-03-25,59.43706512451172,62.51882454095762,59.14171936553053,60.703176199981115,303602000
2020-03-26,62.5648307800293,62.62292917138006,59.64042564443605,59.67916036796759,252087200
2020-03-27,59.97449493408203,61.942655145225594,59.80745470235101,61.18734664760273,204216800
2020-03-30,61.68605041503906,61.85793342734731,60.376361777058186,60.700760441559225,167976400
2020-03-31,61.56016540527344,63.54527367451045,61.005789027148815,61.87730177654374,197002000
2020-04-01,58.321048736572266,60.21174335831203,57.890135142365466,59.67431113291772,176218400
2020-04-02,59.29423522949219,59.34749454652656,57.350281239576255,58.18305925799057,165934000
2020-04-03,58.44209671020508,59.48064606073332,57.851405121245946,58.77859676208636,129880000
2020-04-06,63.540443420410156,63.69537493741288,60.37153204839501,60.73950086568339,201820400
2020-04-07,62.80449676513672,65.77490274638198,62.70040134680594,65.55701899354938,202887200
2020-04-08,64.4119644165039,64.72667394842254,63.24026650501276,63.6058121393102,168895200
2020-04-09,64.87675476074219,65.38029878683781,64.080295544256,65.04864148440106,161834800
